interaction_id,customer_name,interaction_type,interaction_date,interaction_channel,feedback_score
1890,Jack Thompson,Technical Support,2022-10-15,Email,5
1891,Charlie Brown,Technical Support,2023-12-13,Email,9
1892,David Smith,Order Issue,2022-11-05,In-store,10
1893,Charlie Brown,Feedback,2024-01-13,Email,1
1894,Bob Williams,General Inquiry,2022-06-24,Social Media,10
1895,Charlie Brown,Order Issue,2023-04-22,In-store,4
1896,Frank Miller,Feedback,2022-02-14,Live Chat,2
1897,Emily Davis,Feedback,2023-09-12,Phone,9
1898,Charlie Brown,Order Issue,2023-07-25,Social Media,2
1899,Frank Miller,General Inquiry,2023-10-04,Phone,1
1900,Henry Wilson,Product Inquiry,2023-05-02,Live Chat,10
1901,Henry Wilson,Technical Support,2022-04-24,Social Media,6
1902,Bob Williams,Feedback,2022-06-29,Phone,3
1903,Ivy Carter,Feedback,2023-08-04,Phone,7
1904,Bob Williams,Order Issue,2024-02-06,In-store,3
1905,David Smith,Product Inquiry,2023-08-30,Email,4
1906,Frank Miller,General Inquiry,2023-08-25,Email,2
1907,Charlie Brown,General Inquiry,2024-01-25,In-store,10
1908,Frank Miller,Product Inquiry,2022-03-30,Live Chat,3
1909,Grace Lee,Feedback,2022-07-11,In-store,10
1910,Alice Johnson,Technical Support,2022-12-05,Phone,2
1911,Frank Miller,Product Inquiry,2022-12-23,Social Media,10
1912,Charlie Brown,Feedback,2022-09-12,Email,10
1913,Charlie Brown,Product Inquiry,2022-05-16,Live Chat,10
1914,Frank Miller,Order Issue,2022-01-08,Social Media,10
1915,Charlie Brown,Order Issue,2023-11-30,Phone,9
1916,Henry Wilson,Feedback,2022-12-25,Email,3
1917,Grace Lee,Feedback,2023-10-26,Social Media,1
1918,Henry Wilson,Feedback,2022-01-01,Phone,2
1919,Charlie Brown,Order Issue,2022-08-08,In-store,1
1920,Frank Miller,General Inquiry,2022-01-27,Social Media,10
1921,Jack Thompson,Product Inquiry,2022-02-05,Social Media,4
1922,Emily Davis,Order Issue,2022-09-08,Email,6
1923,Grace Lee,Feedback,2022-11-20,Live Chat,1
1924,Jack Thompson,Product Inquiry,2022-06-24,Phone,10
1925,Charlie Brown,Product Inquiry,2023-03-11,Social Media,2
1926,David Smith,General Inquiry,2022-06-08,Email,10
1927,Alice Johnson,Product Inquiry,2022-10-10,Email,10
1928,Frank Miller,Product Inquiry,2022-10-11,Email,3
1929,Bob Williams,Order Issue,2023-02-16,Live Chat,2
1930,Emily Davis,Feedback,2023-04-29,Social Media,6
1931,Grace Lee,Technical Support,2022-08-25,Email,10
1932,Bob Williams,Feedback,2023-08-21,Email,5
1933,Jack Thompson,Feedback,2022-06-12,Social Media,3
1934,Alice Johnson,Technical Support,2022-08-20,Phone,10
1935,Frank Miller,Technical Support,2022-03-07,Live Chat,3
1936,Grace Lee,Technical Support,2023-10-08,Social Media,7
1937,Alice Johnson,General Inquiry,2023-01-10,Phone,5
1938,Ivy Carter,Technical Support,2023-05-10,Phone,1
1939,David Smith,General Inquiry,2022-10-19,Phone,3
1940,Frank Miller,General Inquiry,2022-08-08,Email,7
1941,Ivy Carter,General Inquiry,2022-09-10,Email,10
1942,Charlie Brown,Product Inquiry,2023-12-13,Phone,8
1943,Jack Thompson,Feedback,2024-02-01,Phone,4
1944,David Smith,Feedback,2022-12-24,Email,3
1945,Jack Thompson,Technical Support,2024-01-05,Email,5
1946,Grace Lee,Technical Support,2022-06-11,Live Chat,8
1947,Jack Thompson,Order Issue,2023-04-15,Social Media,9
1948,Grace Lee,General Inquiry,2024-02-17,In-store,3
1949,Bob Williams,General Inquiry,2022-07-07,Live Chat,6
1950,Frank Miller,Technical Support,2023-09-05,Social Media,5
1951,Jack Thompson,Product Inquiry,2024-02-03,Email,7
1952,Alice Johnson,Product Inquiry,2023-09-16,Phone,8
1953,Alice Johnson,Technical Support,2022-10-28,Phone,7
1954,David Smith,Order Issue,2023-08-31,Social Media,6
1955,Alice Johnson,General Inquiry,2022-06-30,In-store,10
1956,Ivy Carter,Technical Support,2023-10-14,In-store,2
1957,Bob Williams,Technical Support,2022-08-05,Phone,9
1958,Ivy Carter,Product Inquiry,2022-04-29,In-store,4
1959,Charlie Brown,Product Inquiry,2023-12-17,Phone,6
1960,Alice Johnson,Technical Support,2023-02-06,Live Chat,10
1961,Henry Wilson,Technical Support,2024-01-02,In-store,7
1962,Charlie Brown,Feedback,2023-10-25,Email,5
1963,Jack Thompson,Product Inquiry,2023-01-26,Email,4
1964,David Smith,General Inquiry,2023-05-20,In-store,5
1965,Henry Wilson,Product Inquiry,2023-02-25,Social Media,3
1966,Alice Johnson,General Inquiry,2022-05-04,Phone,5
1967,David Smith,Technical Support,2022-02-10,Live Chat,10
1968,Frank Miller,Order Issue,2023-08-22,In-store,9
1969,Alice Johnson,General Inquiry,2022-02-23,In-store,9
1970,Ivy Carter,Feedback,2022-03-30,Live Chat,1
1971,Charlie Brown,Product Inquiry,2023-02-04,Social Media,7
1972,Bob Williams,Technical Support,2023-02-08,Email,8
1973,Charlie Brown,Technical Support,2023-07-08,Social Media,10
1974,Bob Williams,Product Inquiry,2022-04-27,Phone,6
1975,Henry Wilson,Product Inquiry,2022-01-25,Social Media,2
1976,David Smith,Feedback,2023-07-23,In-store,10
1977,Henry Wilson,Feedback,2022-09-02,In-store,4
1978,Emily Davis,Feedback,2022-01-06,Social Media,10
1979,Emily Davis,Technical Support,2024-01-21,Live Chat,10
1980,Henry Wilson,Technical Support,2022-05-20,Social Media,6
1981,Emily Davis,Order Issue,2022-09-13,Phone,4
1982,Grace Lee,Order Issue,2023-10-31,Live Chat,2
1983,Ivy Carter,Feedback,2023-09-03,Email,3
1984,Ivy Carter,Technical Support,2023-02-09,Phone,2
1985,Jack Thompson,Feedback,2022-06-15,Phone,10
1986,Frank Miller,Technical Support,2022-03-02,Live Chat,9
1987,Frank Miller,Order Issue,2022-11-14,In-store,10
1988,Charlie Brown,Order Issue,2022-11-04,Phone,5
1989,Bob Williams,Feedback,2022-10-12,Live Chat,9
1990,Bob Williams,Technical Support,2022-10-28,Phone,1
1991,Alice Johnson,Product Inquiry,2022-09-12,Email,9
1992,Ivy Carter,Technical Support,2022-03-17,Live Chat,10
1993,Henry Wilson,Order Issue,2024-02-11,Email,1
1994,David Smith,Feedback,2022-07-13,Live Chat,8
1995,Frank Miller,Feedback,2022-10-31,Live Chat,6
1996,Ivy Carter,Order Issue,2022-11-30,In-store,10
1997,David Smith,Order Issue,2022-07-09,Email,5
1998,Henry Wilson,Technical Support,2023-05-12,Phone,4
1999,Ivy Carter,Technical Support,2022-06-08,Email,2
2000,Henry Wilson,Order Issue,2022-06-17,Live Chat,7
2001,Alice Johnson,Feedback,2023-11-15,Email,10
2002,Charlie Brown,General Inquiry,2022-06-03,Social Media,9
2003,Henry Wilson,Order Issue,2022-07-03,Email,1
2004,Henry Wilson,Product Inquiry,2022-07-18,Live Chat,7
2005,Charlie Brown,Technical Support,2022-10-06,Email,4
2006,Ivy Carter,Product Inquiry,2022-03-06,Email,8
2007,Bob Williams,Technical Support,2023-09-06,Live Chat,2
2008,Bob Williams,General Inquiry,2023-03-10,Social Media,4
2009,Henry Wilson,Technical Support,2023-11-26,Email,10
2010,Charlie Brown,Order Issue,2022-02-15,Live Chat,8
2011,Charlie Brown,Technical Support,2023-03-07,In-store,4
2012,Henry Wilson,Product Inquiry,2022-09-17,Phone,10
2013,Frank Miller,General Inquiry,2022-08-12,Email,10
2014,Frank Miller,Feedback,2023-10-01,Phone,3
2015,Emily Davis,Technical Support,2022-03-27,Live Chat,4
2016,Bob Williams,General Inquiry,2022-06-10,Email,8
2017,Emily Davis,Order Issue,2023-06-07,Social Media,8
2018,Bob Williams,Feedback,2022-08-22,Email,1
2019,Alice Johnson,Product Inquiry,2022-05-28,In-store,6
2020,Emily Davis,Product Inquiry,2023-03-22,Email,6
2021,Frank Miller,General Inquiry,2024-02-27,Live Chat,9
2022,Emily Davis,Technical Support,2024-01-22,Social Media,2
2023,Grace Lee,Product Inquiry,2023-02-13,Email,5
2024,Ivy Carter,Order Issue,2023-04-28,Phone,1
2025,David Smith,Order Issue,2022-09-22,Email,2
2026,Charlie Brown,Order Issue,2023-01-27,In-store,9
2027,Alice Johnson,Order Issue,2022-04-13,Phone,2
2028,Frank Miller,Order Issue,2023-06-16,Email,4
2029,Alice Johnson,Product Inquiry,2023-10-25,Live Chat,6
2030,Jack Thompson,Technical Support,2022-05-25,Phone,10
2031,Charlie Brown,Order Issue,2022-12-28,Live Chat,9
2032,Bob Williams,Feedback,2023-09-27,Email,5
2033,Frank Miller,Product Inquiry,2022-03-05,Phone,5
2034,Ivy Carter,Feedback,2022-02-14,Phone,5
2035,Emily Davis,Product Inquiry,2022-03-21,Phone,6
2036,Henry Wilson,General Inquiry,2022-02-22,Email,10
2037,Jack Thompson,Feedback,2023-02-16,In-store,1
2038,Frank Miller,Feedback,2022-06-02,Live Chat,5
2039,Bob Williams,Technical Support,2023-03-14,Live Chat,4
2040,Alice Johnson,Technical Support,2022-05-01,Social Media,9
2041,Ivy Carter,Technical Support,2022-07-12,Social Media,5
2042,Grace Lee,General Inquiry,2022-09-03,Social Media,1
2043,Bob Williams,Order Issue,2022-02-24,Phone,10
2044,Bob Williams,Feedback,2023-01-31,Live Chat,1
2045,Bob Williams,Technical Support,2024-02-14,Email,6
2046,Charlie Brown,Order Issue,2022-04-03,Email,2
2047,Grace Lee,Technical Support,2022-05-14,Social Media,6
2048,Alice Johnson,Technical Support,2022-12-11,Live Chat,3
2049,Alice Johnson,General Inquiry,2022-11-15,In-store,5
2050,Emily Davis,Feedback,2023-12-12,In-store,3
2051,Henry Wilson,Feedback,2022-10-01,Phone,3
2052,Bob Williams,General Inquiry,2022-10-18,Social Media,9
2053,Frank Miller,Product Inquiry,2023-06-24,Live Chat,9
2054,David Smith,Technical Support,2022-12-24,In-store,6
2055,Ivy Carter,Order Issue,2024-02-26,Live Chat,7
2056,Charlie Brown,General Inquiry,2023-12-11,Live Chat,5
2057,Henry Wilson,Feedback,2022-02-09,Live Chat,7
2058,Emily Davis,Feedback,2022-09-17,Live Chat,6
2059,Ivy Carter,Product Inquiry,2022-07-02,Email,4
2060,Jack Thompson,Technical Support,2022-05-05,Social Media,3
2061,Bob Williams,Product Inquiry,2022-08-25,Social Media,1
2062,David Smith,Order Issue,2023-07-24,Social Media,9
2063,Bob Williams,General Inquiry,2022-06-05,Social Media,3
2064,Alice Johnson,Feedback,2023-04-08,Social Media,1
2065,Emily Davis,Feedback,2023-08-05,Social Media,9
2066,Charlie Brown,Feedback,2022-04-14,Live Chat,2
2067,Grace Lee,Technical Support,2023-04-16,Live Chat,2
2068,Frank Miller,Order Issue,2023-09-02,Email,5
2069,Ivy Carter,Feedback,2022-06-27,Phone,6
2070,David Smith,Technical Support,2023-01-28,Social Media,10
2071,Frank Miller,Technical Support,2022-12-08,In-store,3
2072,Emily Davis,Feedback,2023-05-11,In-store,9
2073,David Smith,Product Inquiry,2023-09-15,Social Media,9
2074,David Smith,Technical Support,2023-08-17,Email,1
2075,Jack Thompson,General Inquiry,2022-09-24,Email,1
2076,Alice Johnson,Technical Support,2024-01-16,In-store,6
2077,David Smith,General Inquiry,2024-01-21,Live Chat,5
2078,Jack Thompson,Technical Support,2022-02-13,Live Chat,1
2079,Charlie Brown,Technical Support,2022-07-07,Phone,7
2080,Bob Williams,Technical Support,2023-02-23,Email,8
2081,Bob Williams,Technical Support,2024-01-19,Social Media,7
2082,Ivy Carter,General Inquiry,2023-11-04,In-store,6
2083,David Smith,Feedback,2023-07-14,Email,4
2084,Jack Thompson,General Inquiry,2023-07-17,Social Media,7
2085,Grace Lee,Product Inquiry,2022-01-05,Phone,6
2086,Emily Davis,Technical Support,2022-02-28,Live Chat,4
2087,David Smith,General Inquiry,2023-08-14,Phone,6
2088,Frank Miller,Product Inquiry,2023-11-06,Live Chat,3
2089,Ivy Carter,General Inquiry,2023-02-02,Phone,9
2090,Charlie Brown,Feedback,2022-03-23,Live Chat,2
2091,David Smith,Technical Support,2023-07-02,Phone,10
2092,Charlie Brown,General Inquiry,2022-08-08,Live Chat,9
2093,Grace Lee,Feedback,2023-10-11,Social Media,2
2094,Ivy Carter,Order Issue,2024-02-13,Social Media,3
2095,Jack Thompson,Feedback,2022-11-12,Social Media,2
2096,Frank Miller,Order Issue,2023-12-26,Live Chat,7
2097,Henry Wilson,Order Issue,2022-06-15,Email,1
2098,David Smith,Technical Support,2023-06-10,Email,4
2099,Grace Lee,Order Issue,2022-07-31,Social Media,3
2100,Jack Thompson,Product Inquiry,2023-07-09,In-store,4
2101,Alice Johnson,Order Issue,2022-10-09,Social Media,3
2102,Emily Davis,Technical Support,2023-05-29,Email,4
2103,Charlie Brown,General Inquiry,2023-08-15,Email,5
2104,Charlie Brown,Order Issue,2023-11-23,Phone,7
2105,Frank Miller,Product Inquiry,2022-03-20,Live Chat,5
2106,David Smith,General Inquiry,2022-03-18,Email,1
2107,Bob Williams,Product Inquiry,2022-05-07,Social Media,2
2108,Charlie Brown,General Inquiry,2022-11-22,Social Media,8
2109,Ivy Carter,General Inquiry,2022-08-18,Email,7
2110,Alice Johnson,Order Issue,2023-07-31,Email,10
2111,Frank Miller,Feedback,2024-01-29,Email,2
2112,Ivy Carter,Order Issue,2024-01-18,In-store,9
2113,Emily Davis,Feedback,2023-06-12,Email,8
2114,Grace Lee,Technical Support,2022-05-27,In-store,8
2115,David Smith,Feedback,2022-09-04,Phone,4
2116,Henry Wilson,General Inquiry,2022-11-10,In-store,5
2117,Bob Williams,General Inquiry,2022-11-13,Email,1
2118,David Smith,Order Issue,2024-01-16,Email,9
2119,David Smith,Order Issue,2022-01-10,Phone,1
2120,Ivy Carter,General Inquiry,2023-12-16,Phone,9
2121,Alice Johnson,Feedback,2022-07-09,Phone,10
2122,Emily Davis,Order Issue,2022-12-16,Live Chat,5
2123,Grace Lee,General Inquiry,2024-02-10,In-store,5
2124,Charlie Brown,Product Inquiry,2023-08-22,In-store,8
2125,Alice Johnson,General Inquiry,2022-10-28,Email,2
2126,Jack Thompson,Product Inquiry,2022-12-05,Email,4
2127,Charlie Brown,General Inquiry,2023-12-05,Email,4
2128,Bob Williams,Technical Support,2024-01-15,Social Media,4
2129,Alice Johnson,Feedback,2023-07-17,In-store,7
2130,Charlie Brown,Technical Support,2024-01-06,Phone,1
2131,Frank Miller,Feedback,2022-07-17,Phone,8
2132,Bob Williams,Product Inquiry,2022-05-22,Social Media,10
2133,Jack Thompson,Feedback,2022-06-02,Social Media,8
2134,Henry Wilson,Order Issue,2022-10-28,Social Media,1
2135,David Smith,Technical Support,2023-12-13,Phone,4
2136,Frank Miller,General Inquiry,2023-09-07,In-store,3
2137,Frank Miller,Technical Support,2023-03-03,Social Media,8
2138,Frank Miller,Technical Support,2024-01-16,Phone,5
2139,Grace Lee,Product Inquiry,2024-02-11,Social Media,1
2140,Jack Thompson,Technical Support,2023-11-29,Live Chat,6
2141,Emily Davis,Order Issue,2022-07-23,Phone,8
2142,Charlie Brown,Product Inquiry,2023-04-08,In-store,10
2143,Grace Lee,Feedback,2022-10-27,Social Media,2
2144,Henry Wilson,Technical Support,2023-06-11,Email,3
2145,David Smith,Product Inquiry,2023-01-18,Email,10
2146,Charlie Brown,General Inquiry,2023-08-29,Live Chat,9
2147,Grace Lee,Feedback,2023-03-14,In-store,2
2148,Henry Wilson,Technical Support,2024-02-17,Social Media,1
2149,Bob Williams,Feedback,2023-10-15,Email,9
2150,Grace Lee,Feedback,2022-07-29,Email,6
2151,Emily Davis,General Inquiry,2023-10-21,Phone,1
2152,Alice Johnson,Product Inquiry,2024-01-30,Social Media,4
2153,David Smith,General Inquiry,2023-08-01,Email,8
2154,Grace Lee,General Inquiry,2022-09-27,Social Media,7
2155,Jack Thompson,Technical Support,2023-01-16,In-store,7
2156,Henry Wilson,Order Issue,2023-07-30,Live Chat,1
2157,Frank Miller,Feedback,2023-05-26,Live Chat,3
2158,Bob Williams,Feedback,2023-01-21,In-store,8
2159,Bob Williams,Feedback,2022-03-29,Email,5
2160,Bob Williams,Product Inquiry,2023-11-04,Live Chat,1
2161,Alice Johnson,Product Inquiry,2022-09-23,In-store,8
2162,Bob Williams,Order Issue,2023-10-11,Email,8
2163,Henry Wilson,Product Inquiry,2023-08-05,Social Media,7
2164,Alice Johnson,Order Issue,2022-06-26,Phone,1
2165,Frank Miller,Feedback,2024-01-17,Phone,6
2166,Frank Miller,General Inquiry,2022-10-26,Phone,7
2167,Jack Thompson,Order Issue,2022-01-23,Social Media,8
2168,David Smith,Order Issue,2023-09-11,Email,10
2169,Grace Lee,General Inquiry,2022-04-05,Live Chat,3
2170,Bob Williams,Product Inquiry,2022-05-06,Phone,5
2171,Henry Wilson,Technical Support,2022-01-15,Email,2
2172,Grace Lee,Order Issue,2023-05-04,In-store,2
2173,David Smith,Technical Support,2022-04-14,In-store,2
2174,Alice Johnson,Product Inquiry,2023-06-12,Email,2
2175,Henry Wilson,Product Inquiry,2022-04-04,In-store,10
2176,Charlie Brown,Order Issue,2022-02-02,Phone,2
2177,Bob Williams,Order Issue,2023-02-13,Live Chat,9
2178,David Smith,Technical Support,2022-01-02,Phone,6
2179,Frank Miller,Product Inquiry,2022-09-29,Live Chat,3
2180,Henry Wilson,Feedback,2023-03-20,Social Media,4
2181,Henry Wilson,Technical Support,2022-12-05,Email,5
2182,Frank Miller,General Inquiry,2022-07-28,Email,3
2183,Henry Wilson,Feedback,2022-07-24,In-store,6
2184,Emily Davis,General Inquiry,2022-09-29,Social Media,7
2185,Frank Miller,General Inquiry,2023-10-09,Social Media,6
2186,Charlie Brown,General Inquiry,2022-12-04,Email,4
2187,Grace Lee,Technical Support,2024-02-23,Social Media,6
2188,David Smith,Product Inquiry,2023-12-24,Live Chat,8
2189,Alice Johnson,Feedback,2022-12-15,Phone,7
2190,Emily Davis,Technical Support,2022-03-31,In-store,6
2191,Jack Thompson,Feedback,2024-02-15,Email,5
2192,Charlie Brown,Order Issue,2023-10-01,Social Media,10
2193,David Smith,General Inquiry,2023-12-11,Phone,9
2194,Bob Williams,Product Inquiry,2022-11-18,In-store,10
2195,Alice Johnson,Feedback,2023-07-02,Email,1
2196,Charlie Brown,Technical Support,2023-05-20,In-store,2
2197,Charlie Brown,Feedback,2022-10-31,In-store,2
2198,David Smith,Order Issue,2024-02-03,Social Media,10
2199,David Smith,Product Inquiry,2023-05-17,Live Chat,2
2200,Henry Wilson,Feedback,2022-05-20,In-store,1
2201,Jack Thompson,Product Inquiry,2023-04-23,Email,10
2202,Ivy Carter,General Inquiry,2022-06-27,In-store,3
2203,Henry Wilson,Technical Support,2023-11-02,Phone,1
2204,David Smith,Order Issue,2022-07-22,Social Media,3
2205,Emily Davis,Technical Support,2022-12-19,Phone,6
2206,David Smith,Feedback,2023-07-01,Email,9
2207,Jack Thompson,Product Inquiry,2023-03-08,Social Media,9
2208,David Smith,Product Inquiry,2022-01-04,Social Media,4
2209,Ivy Carter,Technical Support,2022-01-12,Email,1
2210,Emily Davis,General Inquiry,2023-03-19,Social Media,7
2211,Grace Lee,Product Inquiry,2024-01-11,Email,3
2212,Henry Wilson,Feedback,2023-09-06,Email,10
2213,Alice Johnson,Feedback,2022-04-24,In-store,1
2214,David Smith,Technical Support,2022-04-21,Phone,10
2215,Bob Williams,Order Issue,2022-05-23,Phone,10
2216,Bob Williams,Feedback,2022-10-08,Phone,7
2217,Bob Williams,Feedback,2023-01-24,In-store,8
2218,Grace Lee,Technical Support,2023-03-24,Social Media,8
2219,Frank Miller,General Inquiry,2022-10-03,Phone,5
2220,Frank Miller,Order Issue,2022-02-23,Email,10
2221,Bob Williams,Technical Support,2022-07-11,In-store,4
2222,Alice Johnson,Order Issue,2024-01-28,Live Chat,6
2223,Frank Miller,General Inquiry,2022-02-07,Social Media,8
2224,Bob Williams,Order Issue,2023-03-16,Live Chat,5
2225,Ivy Carter,Feedback,2022-07-12,Phone,5
2226,Bob Williams,General Inquiry,2022-10-07,Email,9
2227,Bob Williams,Product Inquiry,2023-11-25,In-store,4
2228,Grace Lee,Product Inquiry,2022-03-26,Email,5
2229,Jack Thompson,Order Issue,2022-07-22,Email,5
2230,Bob Williams,Product Inquiry,2023-03-10,Live Chat,8
2231,Ivy Carter,General Inquiry,2022-04-25,Phone,8
2232,Henry Wilson,General Inquiry,2022-02-02,Phone,4
2233,Alice Johnson,Feedback,2023-08-16,Live Chat,5
2234,Bob Williams,Technical Support,2023-01-24,Email,4
2235,Grace Lee,General Inquiry,2022-03-03,Phone,4
2236,Jack Thompson,General Inquiry,2023-06-28,Phone,6
2237,Emily Davis,Product Inquiry,2023-12-18,Live Chat,10
2238,Frank Miller,Order Issue,2023-11-30,Email,6
2239,Emily Davis,Feedback,2022-08-10,Email,7
2240,Alice Johnson,Technical Support,2022-02-02,Live Chat,3
2241,Alice Johnson,Product Inquiry,2023-09-01,Email,3
2242,Henry Wilson,Order Issue,2022-12-26,Email,1
2243,Henry Wilson,Order Issue,2022-04-30,Social Media,4
2244,Alice Johnson,Technical Support,2022-11-28,Email,8
2245,Emily Davis,Technical Support,2022-05-07,Social Media,9
2246,David Smith,Feedback,2023-05-13,Live Chat,8
2247,Bob Williams,Technical Support,2023-03-10,Email,7
2248,Bob Williams,Order Issue,2023-02-02,Phone,5
2249,Jack Thompson,Order Issue,2023-02-24,In-store,3
2250,Emily Davis,General Inquiry,2023-04-05,Phone,8
2251,Henry Wilson,General Inquiry,2023-06-27,Email,6
2252,Jack Thompson,Feedback,2023-03-29,In-store,2
2253,Bob Williams,Feedback,2023-08-02,Email,7
2254,David Smith,Product Inquiry,2022-01-17,Social Media,3
2255,Frank Miller,Technical Support,2022-11-20,Email,1
2256,Emily Davis,General Inquiry,2022-08-06,In-store,2
2257,Bob Williams,General Inquiry,2022-11-03,Phone,9
2258,Grace Lee,Product Inquiry,2023-02-21,In-store,7
2259,Frank Miller,Order Issue,2022-12-05,Email,9
2260,Emily Davis,Feedback,2022-09-03,Live Chat,9
2261,Jack Thompson,Feedback,2023-01-06,Live Chat,5
2262,David Smith,Product Inquiry,2023-05-04,Phone,5
2263,Emily Davis,Feedback,2022-09-22,Phone,2
2264,Henry Wilson,Technical Support,2023-01-28,Email,5
2265,Ivy Carter,Technical Support,2022-07-29,In-store,8
2266,Ivy Carter,Order Issue,2022-06-03,Email,1
2267,Grace Lee,General Inquiry,2023-08-01,Social Media,9
2268,Charlie Brown,Feedback,2022-06-05,Social Media,3
2269,Charlie Brown,Product Inquiry,2023-07-29,Live Chat,6
2270,Alice Johnson,General Inquiry,2022-03-10,Email,10
2271,Jack Thompson,Order Issue,2022-10-14,Live Chat,6
2272,Ivy Carter,Feedback,2024-01-02,In-store,10
2273,Emily Davis,Technical Support,2022-02-06,Social Media,1
2274,Bob Williams,Product Inquiry,2023-01-24,Live Chat,2
2275,Grace Lee,Feedback,2023-10-26,In-store,10
2276,Bob Williams,Product Inquiry,2023-03-20,Social Media,5
2277,Jack Thompson,Product Inquiry,2022-08-29,Live Chat,1
2278,Charlie Brown,General Inquiry,2024-01-11,Email,9
2279,Ivy Carter,Order Issue,2022-02-26,In-store,4
2280,Alice Johnson,General Inquiry,2022-01-21,In-store,8
2281,Grace Lee,Feedback,2023-01-29,Phone,4
2282,Charlie Brown,General Inquiry,2022-02-14,Email,3
2283,Ivy Carter,Technical Support,2023-09-15,Email,5
2284,Bob Williams,General Inquiry,2023-01-14,Email,2
2285,Ivy Carter,Feedback,2023-07-29,In-store,9
2286,Jack Thompson,Technical Support,2022-04-10,In-store,3
2287,Bob Williams,Technical Support,2022-03-27,In-store,8
2288,Emily Davis,Feedback,2022-05-26,Email,6
2289,Alice Johnson,Technical Support,2022-01-20,In-store,3
2290,David Smith,Feedback,2024-02-03,In-store,10
2291,Frank Miller,Technical Support,2023-05-31,Email,9
2292,Frank Miller,Product Inquiry,2022-06-17,Email,3
2293,Jack Thompson,Product Inquiry,2023-08-14,Email,8
2294,David Smith,Product Inquiry,2023-11-28,Social Media,1
2295,Frank Miller,Feedback,2022-02-21,Social Media,6
2296,David Smith,General Inquiry,2022-09-30,In-store,10
2297,Frank Miller,Product Inquiry,2024-02-04,Email,3
2298,Jack Thompson,General Inquiry,2022-12-18,Social Media,8
2299,Bob Williams,Feedback,2022-01-10,In-store,2
2300,Charlie Brown,General Inquiry,2023-09-03,Live Chat,7
2301,Henry Wilson,General Inquiry,2023-10-11,Phone,4
2302,Ivy Carter,General Inquiry,2023-05-11,Live Chat,5
2303,Grace Lee,General Inquiry,2022-03-31,Phone,1
2304,Ivy Carter,General Inquiry,2022-04-20,Social Media,6
2305,Henry Wilson,Product Inquiry,2023-05-27,Email,4
2306,Henry Wilson,Order Issue,2023-11-22,Social Media,7
2307,Alice Johnson,General Inquiry,2022-01-12,Email,2
2308,Emily Davis,Technical Support,2022-05-12,In-store,9
2309,Jack Thompson,Feedback,2022-01-01,Live Chat,4
2310,Frank Miller,Product Inquiry,2022-03-23,Email,2
2311,Bob Williams,General Inquiry,2022-03-12,Phone,1
2312,David Smith,Feedback,2022-07-14,Email,6
2313,Ivy Carter,General Inquiry,2023-05-18,In-store,1
2314,Emily Davis,Technical Support,2023-03-23,Live Chat,7
2315,Grace Lee,Technical Support,2023-08-24,Phone,1
2316,Frank Miller,Product Inquiry,2022-07-04,Phone,7
2317,Alice Johnson,Feedback,2023-04-08,Live Chat,6
2318,Frank Miller,Technical Support,2023-11-13,Social Media,9
2319,David Smith,General Inquiry,2024-02-19,Social Media,5
2320,Ivy Carter,Product Inquiry,2023-07-08,Social Media,4
2321,Henry Wilson,Technical Support,2023-03-29,Live Chat,2
2322,Grace Lee,General Inquiry,2023-12-02,Email,3
2323,Ivy Carter,Product Inquiry,2022-05-03,Email,10
2324,Frank Miller,General Inquiry,2022-04-18,Social Media,2
2325,David Smith,Product Inquiry,2023-11-21,Social Media,6
2326,Bob Williams,Order Issue,2022-12-13,Email,8
2327,Emily Davis,General Inquiry,2022-11-12,In-store,7
2328,Frank Miller,Product Inquiry,2022-03-26,Live Chat,1
2329,Bob Williams,Product Inquiry,2022-07-13,Social Media,5
2330,David Smith,Feedback,2023-07-03,Social Media,7
2331,David Smith,Product Inquiry,2023-10-19,Live Chat,7
2332,Bob Williams,Order Issue,2024-02-01,Email,9
2333,Charlie Brown,Technical Support,2022-04-12,Live Chat,10
2334,Charlie Brown,General Inquiry,2023-11-03,Phone,3
2335,Jack Thompson,Feedback,2022-02-18,Social Media,3
2336,Grace Lee,Technical Support,2022-10-26,Social Media,4
2337,Jack Thompson,Technical Support,2023-04-26,Live Chat,10
2338,Emily Davis,Feedback,2023-01-01,Social Media,5
2339,Emily Davis,Technical Support,2023-03-13,In-store,10
2340,Jack Thompson,Product Inquiry,2022-07-21,Phone,7
2341,Alice Johnson,Order Issue,2023-03-08,Email,10
2342,Jack Thompson,Technical Support,2022-02-03,Social Media,1
2343,Charlie Brown,Product Inquiry,2022-04-29,Email,7
2344,Frank Miller,Feedback,2022-11-20,Social Media,5
2345,Charlie Brown,Product Inquiry,2022-06-02,Email,4
2346,Jack Thompson,Technical Support,2024-02-29,Live Chat,7
2347,Alice Johnson,Order Issue,2023-02-22,Live Chat,3
2348,Alice Johnson,Product Inquiry,2022-07-14,In-store,7
2349,Bob Williams,Order Issue,2023-01-31,Social Media,5
2350,Alice Johnson,Product Inquiry,2023-07-24,Social Media,8
2351,Charlie Brown,Feedback,2022-10-29,Email,3
2352,Henry Wilson,Feedback,2022-12-14,Social Media,1
2353,Alice Johnson,Order Issue,2023-12-21,Social Media,10
2354,Frank Miller,Order Issue,2023-06-14,In-store,4
2355,Emily Davis,Feedback,2022-02-06,Live Chat,1
